State Name,UVPbitNoPage,SMBAlert,UVP0,Pok,Vmain,UVP1,readPage
373,1,(-0.1- 1),1,(3- 3.6),(11.8- 12.6),1,00
374,1,(-0.1- 1),1,(3- 3.6),(11.8- 12.6),1,FF
375,1,(-0.1- 1),1,(3- 3.6),(11.8- 12.6),0,FF
376,1,(-0.1- 1),1,(3- 3.6),(11.8- 12.6),0,FF
377,1,(3- 3.6),1,(3- 3.6),(11.8- 12.6),0,FF
378,1,(3- 3.6),1,(3- 3.6),(11.8- 12.6),1,FF
379,1,(3- 3.6),0,(3- 3.6),(11.8- 12.6),1,FF
380,1,(3- 3.6),0,(3- 3.6),(11.8- 12.6),1,FF
381,1,(-0.1- 1),1,(3- 3.6),(11.8- 12.6),1,FF
382,1,(-0.1- 1),0,(3- 3.6),(11.8- 12.6),1,FF
383,1,(-0.1- 1),0,(3- 3.6),(11.8- 12.6),1,FF
