State Name,UVP0,UVP1,readPage,Pok,SMBAlert,Vmain,UVPbitNoPage
372,1,0,00,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
373,1,1,00,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
374,1,1,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
375,1,0,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
376,1,0,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
377,1,0,FF,(3- 3.6),(3- 3.6),(11.8- 12.6),1
378,1,1,FF,(3- 3.6),(3- 3.6),(11.8- 12.6),1
379,0,1,FF,(3- 3.6),(3- 3.6),(11.8- 12.6),1
380,0,1,FF,(3- 3.6),(3- 3.6),(11.8- 12.6),1
381,1,1,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
382,0,1,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
383,0,1,FF,(3- 3.6),(-0.1- 1),(11.8- 12.6),1
